...1,name,category,review.point,price,currency,description,log_price,ABV,Age_of_Whisky,Distillery,Location,Region,Founded,Owner,Age_of_Distillery
1019,"bruichladdich infinity, 55.5%",Single Malt Scotch,87,80,$,"Aged in a sherry cask, and the sherry is clean and bright. I’m also picking up a good dose of warming peat smoke, along with molasses, and a gentle maltiness throughout. A peppering of subtle brine and a hint of seaweed peak through occasionally, reminding one of its Islay roots. 
",4.382026634673881,55.5,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
432,"bruichladdich islay barley 2007 6 year old, 50%",Single Malt Scotch,90,72,$,"Using barley grown on Rockside Farm, this is fresh, sweet (agave syrup), delicate, and lightly buttery, with touches of lily of the valley and lemon sponge cake mix. The cereal character is restrained, with a charred hint on the palate along with banana, mandarin, cassia, and pink marshmallows (untoasted). The Laddie’s floral notes emerge late, and the whiff of white pepper on the end is all there is to remind you of its youth. A classy young whisky. £45",4.276666119016055,50,6,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
434,"bruichladdich islay barley 2010, 50%",Single Malt Scotch,90,65,$,"Quantities of Optic and Oxbridge barley varieties were grown on eight Islay family farms during 2009, and the following year this grain was distilled, then matured in bourbon and French wine casks. The nose offers ginger, melon, malt, sweet (lit) pipe tobacco, freshly baled straw, resin, vanilla, and spice. Chewy in the mouth; oily, with toffee spices and youthful oak notes. The finish features oysters with lemon squeezed over them.",4.174387269895637,50,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1651,"bruichladdich islay barley 5 year old, 50%",Single Malt Scotch,84,60,$,"Since its reopening eleven years ago this year, Bruichladdich has been growing barley on Islay—a laudable move. This glimpse into the developing program shows what seems initially to be a delicately fragile dram that soon reveals an intense sweet depth behind the spring flowers. This purity of intent continues on the palate with a thick creaminess that’s typical of the distillery, while a tart finish adds interest. Precocious, but already beautifully balanced.£38",4.0943445622221,50,5,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
2029,"bruichladdich laddie eight 8 year old, 50%",Single Malt Scotch,81,65,$,"Another Travel Retail exclusive, and while you might expect something delicate given the age statement, what is delivered is a thick, buttery/creamy opening that, for a second, teeters on the brink of sourness then pulls back to be more like ricotta cheese. It then settles into vanilla, floral notes, white chocolate, and sweet barley. The palate is thick once again, with lemon cheesecake giving a needed clean acidity. Quite a bulky youngster that’s best with water. (Travel Retail exclusive) £45",4.174387269895637,50,8,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
54,"bruichladdich legacy 6, 34 year old, 41%",Single Malt Scotch,94,550,$,"The sixth and last bottling from the Legacy series. Legacy 6 is a marriage of six casks from 1965, 1970, and 1972. Soft and mellow on the nose and palate, with unbelievably restrained oak for such a mature whisky. Delicious notes of coconut, soothing vanilla, caramel custard, and banana cream, peppered with spice notes of cinnamon, mint, and teaberry that emerge on a soft finish that fades out gently. A fitting end to the Legacy series. I’m sad to see them go. 
",6.309918278226516,41,34,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
102,"bruichladdich legacy iii, 35 year old, 1968 vintage, 40.7%",Single Malt Scotch,93,430,$,"This gem is soft and seductive in personality. It is also very clean and still quite fresh for its age-obviously aged in an excellent cask. You'll find a bed of gentle sweetness, reminding me of coconut cream and vanilla mousse. A mélange of fruit (melon, black raspberries, strawberries) marries perfectly with the sweetness. Fresh brine notes and licorice root emerge on the palate and become more prominent towards the finish. This Legacy III is more polished and rounded, and not as tired or woody when compared to the recent 40 year old bottling. And the 40 year old, at $2,200 a pop, is also about five times more expensive.",6.063785208687608,40.7,35,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1936,"bruichladdich legacy two, 1965 vintage, 41.8% abv",Single Malt Scotch,82,465,$,"Aged half in used bourbon barrels, half in refill sherry casks. Thicker, more viscous, and with much more depth than the other three Bruichladdichs reviewed here. The whisky oozes syrupy vanilla, marshmallow, caramel, and marzipan, accentuated by coconut and other tropical fruits. Bruichladdich's signature freshness and brine emerges, but oh, so subtly. It finishes firmly dry and oaky, thanks to all those years in wood. Initially this helps to cut some of the sweetish viscosity of this whisky, but it lingers a bit too long for my palate. I would like to have tried this whisky a few (or perhaps even several) years back.",6.142037405587356,41.8,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1647,"bruichladdich links, 14 year old, 46% abv",Single Malt Scotch,84,75,$,"Aged in refill sherry casks. One taste bears this out with its dominant honeyed fruit foundation (lemons, melons, pineapple). Still, that Bruichladdich freshness and appetizing ""sea breeze"" character dovetails nicely. Fuller, more rounded, and with a bit more going on here than the Full Strength expression reviewed below, but not as appetizing. 
",4.31748811353631,46,14,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1810,"bruichladdich links, torrey pine, 15 year old, 46%",Single Malt Scotch,83,85,$,"The 8th in a series of “Links” releases. This one’s further enhanced in Chateau Latour Bordeaux casks. Bright, fruity notes of red raspberry, rhubarb, and candy apple. Teasing fresh brine emerges occasionally, along with citrus, mango, and vanilla. A very perky whisky. 
",4.442651256490317,46,15,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1812,"bruichladdich micro provenance 2007 (cask 14), 63.6%",Single Malt Scotch,83,117,$,"The Micro Provenance series is Bruichladdich’s web-exclusive range of single cask bottlings. This is made from barley grown on Rockside Farm (now owned by Kilchoman) and has been aged in virgin oak. The oak doesn’t dominate the nose, allowing fresh cereal sweetness to develop, along with an estery lift and some jasmine/meadowsweet florals. The palate is where creamy vanilla and white chocolate show through. Fresh, balanced, and bottled at the right time. (468 bottles) £90",4.762173934797756,63.6,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
2019,"bruichladdich octomore (edition 01.1), 5 years old, 63.5%",Single Malt Scotch,82,185,$,"This is the new super-peated (131 ppm phenol barley) Bruichladdich. “Super-peated” seems almost like an understatement. Ultra-peated, perhaps? Intense smoke on the nose and palate, with notes of freshly tarred road, cigar smoke and ash, licorice root, bacon fat, kalamata olive, and smoked seaweed. Struggling to emerge are youthful orchard fruit, honeyed malt, brine, and soft vanilla. Long, smoky finish -- like licking the walls of a peat-infused kiln. A very invigorating whisky. It’s a few years younger than the other ultra-peated whisky, Ardbeg Supernova. I think if they were both the same age, I would like them equally (and score them equally -- I gave Supernova an 89). But the Octomore does taste a little green, which was not noticeable in the Supernova. I think Octomore will be very good in another five years, and amazing in another ten. Let’s hope the lads at Bruichladdich are holding some stocks back.",5.220355825078324,63.5,5,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1923,"bruichladdich octomore 07.4 virgin oak, 61.2%",Single Malt Scotch,83,195,$,"Distilled in 2008 from barley peated to 167 ppm and matured in virgin French oak casks. Sweet smoke and oak on the initial nose, with quite assertive spices. Freshly sawn timber, dried fruits, and emerging vanilla. Slightly earthy on the palate, where big spice notes continue with peaches, orange, and milk chocolate. The finish is relatively long, with cloves, licorice, ginger, and chili. Bold is the word! (12,000 bottles)",5.272999558563747,61.2,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
762,"bruichladdich octomore 08.1, 59.3%",Single Malt Scotch,89,165,$,"Distilled in 2008 from 100 percent Scottish barley peated to 167 ppm. It spent 8 years in first-fill American oak casks. Peaches dipped in hot plain chocolate and tarry peat on the fragrant nose. The palate offers sweet, creamy orchard fruits and honey, backed by citrus-laden peat. Drying in the finish to quite a bitter, tannic smokiness. (42,000 bottles)",5.10594547390058,59.3,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
567,"bruichladdich octomore 08.3, 61.2%",Single Malt Scotch,90,165,$,"One of four Octomore 08 Masterclass releases, this was distilled in 2011 from Islay barley peated to 309 ppm. Fifty-six percent of the spirit was matured in first-fill bourbon casks, while the remainder was aged in European oak wine casks. Barbecue smokiness on the nose, with wet peat and citrus fruitiness. On the palate, earthy peat, full-bodied red wine, and milk chocolate. Peat smoke to the fore in the finish, with ginger and chili. (18,000 bottles)",5.10594547390058,61.2,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
566,"bruichladdich octomore 10 second limited edition, 57.3%",Single Malt Scotch,90,235,$,"Distilled in December 2005 using malt peated to a whopping 167 parts per million, this was matured in a mix of bourbon and Grenache Blanc casks. Old warm leather, rich smoke, developing peaty peach, chocolate-coated toffee, pipe tobacco, and iodine on the powerful nose. Huge peatiness in the mouth, oily, smoky orchard fruits, developing ginger nuts, and sea salt. Warming in the finish, with licorice, gunpowder tea, and ashy peat.",5.459585514144159,57.3,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1779,"bruichladdich octomore 6.1 5 year old, 57%",Single Malt Scotch,84,161,$,"Smoke comes at you immediately, the morning-after smoke of a spent fire, mixing with reeds and rushes, a touch of coconut, and light oak. Water is needed to bring out sweetness alongside the Band-Aid note typical of many young peaty whiskies. The palate is a lot sweeter than the nose suggests, bold and quite thick; honey adding a sticky quality that then moves into creosote and antiseptic cream. It needs hefty degrees of dilution. A work in progress. £100",5.081404364984463,57,5,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1408,"bruichladdich octomore 7.1, 59.1%",Single Malt Scotch,86,168,$,"Distilled in 2009, so remember this is only 5 years old. At this stage there’s not a lot of cask, but there is an insanely intense smoky, herbal note like eucalyptus, celery, spruce, pine resin, then some angelica and a crisp mineral edge. The palate is balanced between this intensity, big smoke, and Bruichladdich’s typical oily, sweet core. Water doesn’t affect it one little bit. It is bold, it is proud, it is in charge. I like its sheer ballsiness. £110",5.123963979403259,59.1,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1606,"bruichladdich octomore 7.2, 58.5%",Single Malt Scotch,85,191,$,"Also distilled in 2009, this is mid-gold in color and medium weight, with a mass of sage-like smoke. More cask influence than 7.1, with smoked coconut, and again a mix of sweet fruits and lemon behind this smoky lead. Oily and rich, but a little fragmented on the tongue; the elements are beginning to cohere to produce integrated complexity. Octomore in mellow mood, with smoked chestnut and a little farmyardy Pinot note. Another positive work in progress report. £125",5.25227342804663,58.5,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
